suburb,state,assigned_region,latitude,longitude
Moama,,,-36.1041,144.7608
Modanville,New South Wales,Richmond - Tweed,-28.7152,153.301
Mogareeka,,,-36.6964,149.9767
Mogendoura,New South Wales,Capital Region,-35.8652,150.0512
Moggs Swamp,,,-29.9475,152.0668
Mogilla,New South Wales,Capital Region,-36.6985,149.5846
Mogo (Eurobodalla - NSW),New South Wales,Capital Region,,
Mogo (Mid-Western Regional - NSW),,,,
Mogo Creek,,,-33.3703,151.0137
Mogood,,,-35.4918,150.1905
Mograni,New South Wales,Mid North Coast,-32.0177,152.0269
Mogriguy,New South Wales,Far West and Orana,-32.0667,148.6833
Mole River,New South Wales,New England and North West,-29.1167,151.7667
Moleville Creek,New South Wales,Coffs Harbour - Grafton,-29.5685,152.9022
Mollyan,New South Wales,Far West and Orana,-31.5952,149.233
Mollymook,,,-35.3297,150.4717
Mollymook Beach,,,-35.3297,150.4717
Molong,New South Wales,Central West,-33.0923,148.87
Mona Vale,,,-33.6776,151.3031
Monak,,,-34.2818,142.2679
Monaltrie,New South Wales,Richmond - Tweed,-28.8521,153.2906
Mondayong,,,-35.0036,150.586
Mondrook,New South Wales,Mid North Coast,-31.9086,152.4136
Monga,,,-35.5755,149.9204
Mongarlowe,New South Wales,Capital Region,-35.4333,149.9333
Mongogarie,New South Wales,Richmond - Tweed,-28.955,152.9318
Monia Gap,,,-33.2947,145.6129
Monivae,New South Wales,Central West,-32.6281,149.6854
Monkerai,,,-32.2915,151.8602
Monteagle,,,-34.1833,148.35
Montecollum,New South Wales,Richmond - Tweed,-28.5928,153.4594
Montefiores,New South Wales,Far West and Orana,-32.5333,148.9333
Monterey,,,-33.9725,151.1481
Mooball,New South Wales,Richmond - Tweed,-28.4421,153.4875
Moobi,New South Wales,Hunter Valley exc Newcastle,-32.0749,150.7959
Moogem,New South Wales,New England and North West,-29.6666,151.9262
Mookerawa,,,-32.7852,149.1295
Mookima Wybra,,,-28.976,152.7656
Moolarben,New South Wales,Central West,-32.3485,149.7762
Moollattoo,,,-35.0036,150.586
Moolpa,New South Wales,Murray,-35.0152,143.7012
Moombooldool,,,-34.3016,146.6541
Moonan Brook,,,-31.9415,151.2792
Moonan Flat,New South Wales,Hunter Valley exc Newcastle,-31.9167,151.25
Moonbah,New South Wales,Capital Region,-36.4818,148.5512
Moonbi,New South Wales,New England and North West,-31.0177,151.0706
Moonbria,New South Wales,Murray,-35.4751,144.9049
Mooneba,New South Wales,Mid North Coast,-31.0402,152.6846
Moonee,,,-30.2057,153.1529
Moonee Beach,,,-30.2057,153.1529
Mooney Mooney,,,-33.5243,151.201
Mooney Mooney Creek,,,-33.4669,151.212
Moonpar,New South Wales,Coffs Harbour - Grafton,-30.272,152.6252
Mooral Creek,New South Wales,Mid North Coast,-31.7248,152.355
Moorara,,,-33.9716,141.8629
Moorbel,New South Wales,Central West,-33.5588,148.7008
Moore Creek,New South Wales,New England and North West,-31.2372,150.9298
Moore Park,,,-33.8956,151.2221
Moore Park,,,-24.7165,152.2749
Moorebank,,,-33.9437,150.9566
Moorilda,New South Wales,Central West,-33.4403,149.6443
Moorland (NSW),New South Wales,Mid North Coast,,
Moorong,New South Wales,Riverina,-35.1119,147.3125
Moorwatha,New South Wales,Murray,-35.9232,146.7274
Moparrabah,,,-30.9823,152.5494
Moppy,New South Wales,Mid North Coast,-31.9924,151.5896
Morago,New South Wales,Murray,-35.3718,144.6606
Morangarell,,,-34.15,147.7
Morans Crossing,New South Wales,Capital Region,-36.6667,149.65
Moree,New South Wales,New England and North West,-29.4628,149.8416
Morisset,,,-33.108,151.4871
Morisset Park,,,-33.1198,151.537
Morning Bay,,,-33.629,151.2867
Mororo,New South Wales,Coffs Harbour - Grafton,-29.3333,153.25
Morpeth,New South Wales,Hunter Valley exc Newcastle,-32.7333,151.6333
Mortdale,,,-33.969,151.0723
Mortlake (NSW),,,,
Morton,New South Wales,Southern Highlands and Shoalhaven,-35.4,150.3667
Mortons Creek,New South Wales,Mid North Coast,-31.3829,152.6427
Morts Estate,New South Wales,Central West,-33.4678,150.1689
Morundah,,,-34.9333,146.3
Moruya,,,-35.9125,150.0814
Moruya Heads,,,-35.9177,150.1537
Morven (Glen Innes Severn - NSW),New South Wales,New England and North West,,
Morven (Greater Hume Shire - NSW),New South Wales,Murray,,
Mosman,,,-33.839,151.2396
Moss Vale,New South Wales,Southern Highlands and Shoalhaven,-34.5537,150.3712
Mossgiel,,,-33.2495,144.5657
Mossy Point,,,-35.8398,150.1804
Moto,New South Wales,Mid North Coast,-31.8027,152.5865
Moulamein,New South Wales,Murray,-35.0906,144.0363
Mount Adrah,New South Wales,Riverina,-35.2097,147.8954
Mount Annan,New South Wales,Sydney - Outer South West,-34.0529,150.7598
Mount Aquila,,,-32.8572,149.1569
Mount Arthur,New South Wales,Far West and Orana,-32.5816,148.9237
Mount Austin,New South Wales,Riverina,-35.1368,147.353
Mount Burrell,New South Wales,Richmond - Tweed,-28.5,153.2167
Mount Colah,,,-33.6833,151.1167
Mount Collins,,,-33.8998,148.6834
Mount Cooper (NSW),New South Wales,Capital Region,,
Mount Darragh,New South Wales,Capital Region,-36.8485,149.5179
Mount David,New South Wales,Central West,-33.8167,149.5833
Mount Dee,New South Wales,Hunter Valley exc Newcastle,-32.72,151.5334
Mount Druitt,,,-33.7667,150.8167
Mount Elliot (NSW),New South Wales,Central Coast,,
Mount Fairy,New South Wales,Capital Region,-35.1833,149.6
Mount Foster,New South Wales,Far West and Orana,-31.9144,147.9638
Mount Frome,New South Wales,Central West,-32.6,149.6333
Mount George (NSW),New South Wales,Mid North Coast,,
Mount Harris,New South Wales,Far West and Orana,-31.9144,147.9638
Mount Hope (NSW),,,,
Mount Horeb,New South Wales,Riverina,-35.2057,148.0353
Mount Hunter,New South Wales,Sydney - Outer South West,-34.0717,150.6378
Mount Hutton (NSW),New South Wales,Newcastle and Lake Macquarie,,
Mount Irvine,,,-33.4849,150.4612
Mount Keira,New South Wales,Illawarra,-34.3968,150.8527
Mount Kembla,New South Wales,Illawarra,-34.4288,150.8216
Mount Kingiman,New South Wales,Southern Highlands and Shoalhaven,-35.2514,150.4876
Mount Knowles,New South Wales,Central West,-32.6254,149.7093
Mount Kuring-Gai,,,-33.642,151.1287
Mount Lambie,New South Wales,Central West,-33.4496,149.9892
Mount Lewis,New South Wales,Sydney - Inner South West,-33.9175,151.0483
Mount Lindsey,,,-34.4019,150.394
Mount Marsden,New South Wales,Central West,-32.9568,150.0632
Mount Marsh,,,-28.976,152.7656
Mount Mitchell,New South Wales,New England and North West,-29.9441,151.8412
Mount Mitchell,New South Wales,New England and North West,-37.5533,143.8445
Mount Murray,,,-34.5538,150.6353
Mount Olive (Oberon - NSW),New South Wales,Central West,,
Mount Olive (Singleton - NSW),New South Wales,Hunter Valley exc Newcastle,,
Mount Ousley,New South Wales,Illawarra,-34.4021,150.8879
Mount Panorama,New South Wales,Central West,-33.4572,149.55
Mount Pleasant (NSW),New South Wales,Illawarra,,
Mount Pritchard,New South Wales,Sydney - South West,-33.903,150.9046
Mount Rankin,New South Wales,Central West,-33.2956,149.4837
Mount Rivers,New South Wales,Hunter Valley exc Newcastle,-32.3652,151.4846
Mount Riverview,New South Wales,Sydney - Outer West and Blue Mountains,-33.7307,150.6353
Mount Royal,New South Wales,Hunter Valley exc Newcastle,-32.2479,151.2763
Mount Russell,New South Wales,New England and North West,-29.6772,150.9286
Mount Saint Thomas,New South Wales,Illawarra,-34.4433,150.8722
Mount Seaview,,,-31.3635,152.1872
Mount Tenandra,New South Wales,Far West and Orana,-31.311,148.6349
Mount Thorley,New South Wales,Hunter Valley exc Newcastle,-32.6195,151.1029
Mount Tomah,,,-33.5466,150.4223
Mount Vernon,New South Wales,Sydney - South West,-33.8604,150.8101
Mount Victoria,,,-33.591,150.2554
Mount View,New South Wales,Hunter Valley exc Newcastle,-32.85,151.2833
Mount Vincent,,,-32.9271,151.4902
Mount Warning,New South Wales,Richmond - Tweed,-28.3883,153.3185
Mount Warrigal,,,-34.548,150.8375
Mount Werong,,,-33.754,150.0055
Mount White,,,-33.4532,151.2004
Mount Wilson,,,-33.5035,150.3749
Mountain Creek (NSW),New South Wales,Murray,,
Mountain Lagoon,New South Wales,Sydney - Baulkham Hills and Hawkesbury,-33.4486,150.6295
Mountain Top,New South Wales,Richmond - Tweed,-28.6126,153.1727
Mountain View (NSW),New South Wales,Coffs Harbour - Grafton,,
Mourquong,,,-34.1368,142.1592
Mowbray Park,New South Wales,Sydney - Outer South West,-34.15,150.55
Mozart,New South Wales,Central West,-33.8269,149.8259
Mudgee,New South Wales,Central West,-32.5943,149.5871
Mulbring,,,-32.9048,151.4851
Mulgoa,New South Wales,Sydney - Outer West and Blue Mountains,-33.838,150.6496
Mulgrave (NSW),,,,
Mulguthrie,New South Wales,Central West,-32.8231,146.6359
Muli Muli,,,-28.4182,152.5834
Mulla,New South Wales,Far West and Orana,-31.0644,151.1113
Mulla Creek,New South Wales,New England and North West,-31.0644,151.1113
Mullaley,,,-31.1011,149.9058
Mullamuddy,New South Wales,Central West,-32.6594,149.6818
Mullaway,,,-30.0804,153.1959
Mullengandra,New South Wales,Murray,-35.9012,147.164
Mullengudgery,New South Wales,Far West and Orana,-31.6985,147.4179
Mullion,New South Wales,Capital Region,-33.1252,149.1276
Mullion Creek,,,-33.1252,149.1276
Mulloon,New South Wales,Capital Region,-35.2982,149.6088
Mullumbimby,New South Wales,Richmond - Tweed,-28.5524,153.4996
Mullumbimby Creek,New South Wales,Richmond - Tweed,-28.547,153.4356
Mulwala,,,-35.9854,146.0053
Mulyandry,New South Wales,Central West,-33.5597,148.1152
Mumbil,,,-32.7167,149.05
Mumblebone Plain,New South Wales,Far West and Orana,-31.5009,147.6879
Mumbulla Mountain,New South Wales,Capital Region,-36.5545,149.8112
Mummel,New South Wales,Capital Region,-34.66,149.5449
Mummulgum,New South Wales,Richmond - Tweed,-28.8496,152.8048
Mundamia,New South Wales,Southern Highlands and Shoalhaven,-34.8766,150.5641
Mundarlo,New South Wales,Riverina,-35.0974,147.8123
Munderoo,,,-35.8318,147.8679
Mundongo,New South Wales,Riverina,-35.2907,148.2805
Mungay Creek,New South Wales,Mid North Coast,-30.9265,152.6688
Munghorn,New South Wales,Central West,-32.3747,149.8274
Mungindi (NSW),,,,
Mungo,New South Wales,Murray,-34.1767,143.5836
Mungo Brush,,,-32.3299,152.2778
Munni,New South Wales,Hunter Valley exc Newcastle,-32.334,151.67
Munyabla,New South Wales,Riverina,-35.4963,146.8718
Murga,New South Wales,Central West,-33.3688,148.5511
Murrah,,,-36.5,150.0167
Murrami,New South Wales,Riverina,-34.4231,146.3057
Murrawombie,New South Wales,Far West and Orana,-31.5514,147.7264
Murray Downs,,,-35.3899,143.6495
Murray Gorge,,,-35.8976,147.3391
Murrays Beach,,,-33.1175,151.6212
Murrays Run,New South Wales,Hunter Valley exc Newcastle,-33.0831,151.1537
Murrengenburg,,,-35.4753,149.7926
Murrengenburg,,,-35.6688,150.1632
Murrin Bridge,,,-33.2068,146.3711
Murringo,New South Wales,Capital Region,-34.3,148.5167
Murrulebale,New South Wales,Riverina,-34.8548,146.9767
Murrumbateman,New South Wales,Capital Region,-34.972,149.0298
Murrumbo,,,-32.7114,150.0719
Murrumbucca,New South Wales,Capital Region,-36.0985,149.0512
Murrumburrah,New South Wales,Capital Region,-34.5541,148.3676
Murrurundi,,,-31.7642,150.8358
Murulla,New South Wales,Hunter Valley exc Newcastle,-31.8229,150.9281
Murwillumbah,New South Wales,Richmond - Tweed,-28.3273,153.3934
Muscle Creek,New South Wales,Hunter Valley exc Newcastle,-32.2854,151.0096
Muswellbrook,New South Wales,Hunter Valley exc Newcastle,-32.2612,150.8901
Mutawintji,New South Wales,Far West and Orana,-31.1201,142.3886
Muttama,New South Wales,Riverina,-34.7985,148.1179
Myall Creek,New South Wales,New England and North West,-29.75,150.7667
Myall Lake,New South Wales,Mid North Coast,-32.3299,152.2778
Myall Park (NSW),New South Wales,Riverina,,
Myalla (NSW),New South Wales,Capital Region,,
Mylestom,,,-30.4649,153.0432
Mylneford,New South Wales,Coffs Harbour - Grafton,-29.6207,152.8482
Myocum,New South Wales,Richmond - Tweed,-28.596,153.5061
Myola (NSW),,,,
Myrtle Creek (NSW),New South Wales,Richmond - Tweed,,
Myrtle Mountain,New South Wales,Capital Region,-36.8398,149.6872
Myrtle Park,New South Wales,Murray,-35.6216,145.4285
Myrtleville,New South Wales,Capital Region,-34.4818,149.8179
Mystery Bay,,,-36.3051,150.1282
Myuna Bay,,,-33.0556,151.5381
Nabiac,New South Wales,Mid North Coast,-32.0984,152.3763
Nadgee,,,-37.1888,149.7529
Nambucca Heads,,,-30.6432,153.0088
Namoi River,New South Wales,New England and North West,-30.5978,150.803
Nana Glen,New South Wales,Coffs Harbour - Grafton,-30.1333,153.0167
Nangus,New South Wales,Riverina,-35.0529,147.9006
Nanima,New South Wales,Capital Region,-35.0129,149.1277
Napoleon Reef,New South Wales,Central West,-33.4288,149.7515
Naradhan,,,-33.6132,146.3268
Narara,New South Wales,Central Coast,-33.3959,151.3353
Narellan,New South Wales,Sydney - Outer South West,-34.0434,150.7324
Narellan Vale,New South Wales,Sydney - Outer South West,-34.0497,150.7439
Naremburn,New South Wales,Sydney - North Sydney and Hornsby,-33.817,151.2008
Narooma,,,-36.2178,150.1325
Narrabarba,New South Wales,Capital Region,-37.2568,149.8179
Narrabeen,,,-33.7128,151.2974
Narrabri,New South Wales,New England and North West,-30.3249,149.7827
Narraburra,New South Wales,Riverina,-34.3318,147.6512
Narran Lake,New South Wales,Far West and Orana,-29.752,146.8548
Narrandera,New South Wales,Riverina,-34.7475,146.551
Narrangullen,New South Wales,Capital Region,-34.7665,148.8247
Narrawa,New South Wales,Capital Region,-34.4152,149.0846
Narrawallee,,,-35.3124,150.4635
Narraweena,New South Wales,Sydney - Northern Beaches,-33.7552,151.2766
Narromine,,,-32.2312,148.2405
Narwee,New South Wales,Sydney - Inner South West,-33.9465,151.0692
Nashdale,New South Wales,Central West,-33.2833,149.0333
Nashua,New South Wales,Richmond - Tweed,-28.7275,153.469
Nattai,,,-34.065,150.451
Naughtons Gap,New South Wales,Richmond - Tweed,-28.8005,153.1084
Neath,New South Wales,Hunter Valley exc Newcastle,-32.8276,151.4082
Nebea,New South Wales,Far West and Orana,-30.9,148.5667
Neilrex,,,-31.7226,149.3043
Nelligen,New South Wales,Capital Region,-35.6467,150.1362
Nelson (Bega Valley - NSW),,,,
Nelson (The Hills Shire - NSW),New South Wales,Sydney - Baulkham Hills and Hawkesbury,,
Nelson Bay (NSW),,,,
Nelsons Plains,New South Wales,Hunter Valley exc Newcastle,-32.7138,151.7216
Nelungaloo,New South Wales,Central West,-33.1333,148.0
Nemingha,New South Wales,New England and North West,-31.1237,150.9892
Nericon,New South Wales,Riverina,-34.1781,146.0355
Neringla,New South Wales,Capital Region,-35.7553,149.8239
Nerong,,,-32.5108,152.2133
Nerriga,,,-35.1167,150.0833
Nerrigundah,New South Wales,Capital Region,-36.1167,149.9
Nethercote,New South Wales,Capital Region,-37.0152,149.8346
Neurea,New South Wales,Far West and Orana,-32.69,148.9489
Neutral Bay,,,-33.8378,151.2175
Never Never,New South Wales,Coffs Harbour - Grafton,-30.272,152.6252
Nevertire,New South Wales,Far West and Orana,-31.8478,147.7215
Neville,New South Wales,Central West,-33.7118,149.2182
New Berrima,New South Wales,Southern Highlands and Shoalhaven,-34.5041,150.3354
New Brighton,,,-28.5105,153.5518
New Buildings,New South Wales,Capital Region,-36.9616,149.5659
New Italy,New South Wales,Richmond - Tweed,-29.1318,153.2679
New Lambton,New South Wales,Newcastle and Lake Macquarie,-32.9284,151.7085
New Lambton Heights,New South Wales,Newcastle and Lake Macquarie,-32.9247,151.6936
New Mexico,New South Wales,New England and North West,-30.7424,150.6185
New Park,New South Wales,Richmond - Tweed,-28.6061,152.9936
New Valley,New South Wales,New England and North West,-30.2607,151.5837
Newbold,New South Wales,Coffs Harbour - Grafton,-29.519,152.695
Newbridge (NSW),New South Wales,Central West,,
Newcastle,,,-32.9295,151.7801
Newcastle East,,,-32.9277,151.7884
Newcastle West,New South Wales,Newcastle and Lake Macquarie,-32.9245,151.7571
Newee Creek,New South Wales,Mid North Coast,-30.6316,152.9275
Newington (NSW),New South Wales,Sydney - Parramatta,,
Newnes,New South Wales,Central West,-33.1833,150.25
Newnes Plateau,New South Wales,Central West,-33.4462,150.1227
Newport (NSW),,,,
Newrybar,New South Wales,Richmond - Tweed,-28.7206,153.529
Newstead (NSW),New South Wales,New England and North West,,
Newton Boyd,,,-29.7976,152.2659
Newtown (NSW),New South Wales,Sydney - City and Inner South,,
Niagara Park,New South Wales,Central Coast,-33.3764,151.3486
Niangala,,,-31.3001,151.4049
Niemur,New South Wales,Murray,-35.1426,144.0724
Nightcap,New South Wales,Richmond - Tweed,-28.7493,153.2724
Nimbin,New South Wales,Richmond - Tweed,-28.5954,153.2234
Nimmitabel,New South Wales,Capital Region,-36.5119,149.2838
Nimmo,New South Wales,Capital Region,-36.1196,149.1551
Nimmo,New South Wales,Capital Region,-36.3819,148.7588
Nirimba Fields,New South Wales,Sydney - Blacktown,-33.7325,150.8998
Nobbys Creek,New South Wales,Richmond - Tweed,-28.2943,153.3376
Nombi,,,-31.1037,149.892
Noona,New South Wales,Far West and Orana,-32.1818,146.2218
Noorong,New South Wales,Murray,-35.5618,144.2684
Nooroo,,,-32.3943,151.901
Norah Head,,,-33.2833,151.5667
Noraville,,,-33.2679,151.5535
Nords Wharf,,,-33.1313,151.6073
Normanhurst,New South Wales,Sydney - North Sydney and Hornsby,-33.7237,151.0958
North Albury,New South Wales,Murray,-36.0575,146.9299
North Arm (NSW),New South Wales,Richmond - Tweed,,
North Arm Cove,,,-32.6706,152.0448
North Avoca,,,-33.4561,151.4351
North Balgowlah,New South Wales,Sydney - Northern Beaches,-33.7863,151.248
North Batemans Bay,,,-35.6864,150.1908
North Boambee Valley,New South Wales,Coffs Harbour - Grafton,-30.313,153.0693
North Bondi,,,-33.8879,151.2808
North Bourke,New South Wales,Far West and Orana,-30.0523,145.9489
North Brother,New South Wales,Mid North Coast,-31.6998,152.7178
North Casino,New South Wales,Richmond - Tweed,-28.8018,153.0664
North Curl Curl,,,-33.7643,151.2973
North Dorrigo,New South Wales,Coffs Harbour - Grafton,-30.2955,152.6862
North Epping,,,-33.7594,151.0925
North Gosford,New South Wales,Central Coast,-33.414,151.3516
North Haven (NSW),,,,
North Kellyville,New South Wales,Sydney - Baulkham Hills and Hawkesbury,-33.6985,150.9313
North Lambton,New South Wales,Newcastle and Lake Macquarie,-32.9061,151.7057
North Lismore,New South Wales,Richmond - Tweed,-28.7888,153.2803
North Macksville,New South Wales,Mid North Coast,-30.6939,152.9444
North Manly,New South Wales,Sydney - Northern Beaches,-33.7756,151.2692
North Narooma,,,-36.2036,150.1153
North Narrabeen,,,-33.7093,151.2961
North Nowra,New South Wales,Southern Highlands and Shoalhaven,-34.8582,150.5748
North Parramatta,New South Wales,Sydney - Parramatta,-33.7935,151.0012
North Richmond,,,-33.5812,150.7194
North Rocks,,,-33.7722,151.0172
North Rothbury,New South Wales,Hunter Valley exc Newcastle,-32.6934,151.3438
North Ryde,,,-33.7968,151.1244
North Shore (NSW),,,,
North St Marys,,,-33.7549,150.7844
North Star,New South Wales,New England and North West,-28.9348,150.3896
North Strathfield,New South Wales,Sydney - Inner West,-33.8569,151.0912
North Sydney,,,-33.839,151.2072
North Tamworth,New South Wales,New England and North West,-31.0786,150.9222
North Tumbulgum,New South Wales,Richmond - Tweed,-28.2621,153.4718
North Turramurra,,,-33.7131,151.1464
